experiment_name,date,description,current_dir,POP_SIZE,PROB_MUT,PX,GMAX,DAT_SIZE,all_features_fitness,all_feature_ngenes,all_feature_acc,elite_fitness,elite_ngenes,elite_acc,pob_fitness_avg,pob_accuracy_avg,pob_ngenes_avg,pob_fitness_std,pob_accuracy_std,pob_ngenes_std,pob_fitness_max,pob_accuracy_max,pob_ngenes_max
leukemia_base_0008_14,2024-05-09,multiexperiments_with_syn100VAE_minimize_ngenes,/root/ealab/expga1,100,1,0.75,20,108,0.234,7129,0.781,0.965,69,0.906,0.965,0.906,69.0,0.0,0.0,0.0,0.965,0.906,69
leukemia_base_0008_15,2024-05-09,multiexperiments_with_syn100VAE_minimize_ngenes,/root/ealab/expga1,100,1,0.75,20,108,0.234,7129,0.781,0.96,70,0.891,0.96,0.891,70.0,0.0,0.0,0.0,0.96,0.891,70
leukemia_base_0008_16,2024-05-09,multiexperiments_with_syn100VAE_minimize_ngenes,/root/ealab/expga1,100,1,0.75,20,108,0.234,7129,0.781,0.96,75,0.891,0.96,0.891,75.0,0.0,0.0,0.0,0.96,0.891,75
leukemia_base_0008_17,2024-05-09,multiexperiments_with_syn100VAE_minimize_ngenes,/root/ealab/expga1,100,1,0.75,20,108,0.234,7129,0.781,0.951,65,0.859,0.951,0.859,65.0,0.0,0.0,0.0,0.951,0.859,65
leukemia_base_0008_18,2024-05-09,multiexperiments_with_syn100VAE_minimize_ngenes,/root/ealab/expga1,100,1,0.75,20,108,0.234,7129,0.781,0.969,72,0.922,0.969,0.922,72.0,0.0,0.0,0.0,0.969,0.922,72
leukemia_base_0008_19,2024-05-09,multiexperiments_with_syn100VAE_minimize_ngenes,/root/ealab/expga1,100,1,0.75,20,108,0.234,7129,0.781,0.951,70,0.859,0.951,0.859,70.0,0.0,0.0,0.0,0.951,0.859,70
leukemia_base_0008_20,2024-05-09,multiexperiments_with_syn100VAE_minimize_ngenes,/root/ealab/expga1,100,1,0.75,20,108,0.234,7129,0.781,0.96,70,0.891,0.96,0.891,70.0,0.0,0.0,0.0,0.96,0.891,70
leukemia_base_0008_21,2024-05-09,multiexperiments_with_syn100VAE_minimize_ngenes,/root/ealab/expga1,100,1,0.75,20,108,0.234,7129,0.781,0.951,71,0.859,0.951,0.859,71.0,0.0,0.0,0.0,0.951,0.859,71
leukemia_base_0008_22,2024-05-09,multiexperiments_with_syn100VAE_minimize_ngenes,/root/ealab/expga1,100,1,0.75,20,108,0.234,7129,0.781,0.961,58,0.891,0.961,0.891,58.0,0.0,0.0,0.0,0.961,0.891,58
leukemia_base_0008_23,2024-05-09,multiexperiments_with_syn100VAE_minimize_ngenes,/root/ealab/expga1,100,1,0.75,20,108,0.234,7129,0.781,0.966,59,0.906,0.966,0.906,59.0,0.0,0.0,0.0,0.966,0.906,59
leukemia_base_0008_24,2024-05-09,multiexperiments_with_syn100VAE_minimize_ngenes,/root/ealab/expga1,100,1,0.75,20,108,0.234,7129,0.781,0.956,63,0.875,0.956,0.875,63.0,0.0,0.0,0.0,0.956,0.875,63
leukemia_base_0008_25,2024-05-09,multiexperiments_with_syn100VAE_minimize_ngenes,/root/ealab/expga1,100,1,0.75,20,108,0.234,7129,0.781,0.965,67,0.906,0.965,0.906,67.0,0.0,0.0,0.0,0.965,0.906,67
leukemia_base_0008_26,2024-05-09,multiexperiments_with_syn100VAE_minimize_ngenes,/root/ealab/expga1,100,1,0.75,20,108,0.234,7129,0.781,0.967,51,0.906,0.967,0.906,51.0,0.0,0.0,0.0,0.967,0.906,51
leukemia_base_0008_27,2024-05-09,multiexperiments_with_syn100VAE_minimize_ngenes,/root/ealab/expga1,100,1,0.75,20,108,0.234,7129,0.781,0.94,82,0.828,0.94,0.828,82.0,0.0,0.0,0.0,0.94,0.828,82
leukemia_base_0008_28,2024-05-09,multiexperiments_with_syn100VAE_minimize_ngenes,/root/ealab/expga1,100,1,0.75,20,108,0.234,7129,0.781,0.965,70,0.906,0.965,0.906,70.0,0.0,0.0,0.0,0.965,0.906,70
leukemia_base_0008_29,2024-05-09,multiexperiments_with_syn100VAE_minimize_ngenes,/root/ealab/expga1,100,1,0.75,20,108,0.234,7129,0.781,0.955,74,0.875,0.955,0.875,74.0,0.0,0.0,0.0,0.955,0.875,74
leukemia_base_0009_0,2024-05-09,multiexperiments_with_syn100VAE_equal_objectives_small_gene,/root/ealab/expga1,100,1,0.75,20,108,0.477,7129,0.953,0.996,64,1.0,0.996,1.0,64.0,0.0,0.0,0.0,0.996,1.0,64
leukemia_base_0009_1,2024-05-09,multiexperiments_with_syn100VAE_equal_objectives_small_gene,/root/ealab/expga1,100,1,0.75,20,108,0.477,7129,0.953,0.996,62,1.0,0.996,1.0,62.0,0.0,0.0,0.0,0.996,1.0,62
leukemia_base_0009_2,2024-05-09,multiexperiments_with_syn100VAE_equal_objectives_small_gene,/root/ealab/expga1,100,1,0.75,20,108,0.477,7129,0.953,0.997,49,1.0,0.997,1.0,49.0,0.0,0.0,0.0,0.997,1.0,49
leukemia_base_0009_3,2024-05-09,multiexperiments_with_syn100VAE_equal_objectives_small_gene,/root/ealab/expga1,100,1,0.75,20,108,0.477,7129,0.953,0.995,67,1.0,0.995,1.0,67.0,0.0,0.0,0.0,0.995,1.0,67
leukemia_base_0009_4,2024-05-09,multiexperiments_with_syn100VAE_equal_objectives_small_gene,/root/ealab/expga1,100,1,0.75,20,108,0.477,7129,0.953,0.987,71,0.984,0.987,0.984,71.0,0.0,0.0,0.0,0.987,0.984,71
leukemia_base_0009_5,2024-05-09,multiexperiments_with_syn100VAE_equal_objectives_small_gene,/root/ealab/expga1,100,1,0.75,20,108,0.477,7129,0.953,0.995,66,1.0,0.985,0.98,68.01,0.008,0.017,2.476,0.995,1.0,72
leukemia_base_0009_6,2024-05-09,multiexperiments_with_syn100VAE_equal_objectives_small_gene,/root/ealab/expga1,100,1,0.75,20,108,0.477,7129,0.953,0.988,60,0.984,0.988,0.984,60.0,0.0,0.0,0.0,0.988,0.984,60
leukemia_base_0009_7,2024-05-09,multiexperiments_with_syn100VAE_equal_objectives_small_gene,/root/ealab/expga1,100,1,0.75,20,108,0.477,7129,0.953,0.988,58,0.984,0.988,0.984,58.0,0.0,0.0,0.0,0.988,0.984,58
leukemia_base_0009_8,2024-05-09,multiexperiments_with_syn100VAE_equal_objectives_small_gene,/root/ealab/expga1,100,1,0.75,20,108,0.477,7129,0.953,0.989,52,0.984,0.989,0.984,52.0,0.0,0.0,0.0,0.989,0.984,52
leukemia_base_0009_9,2024-05-09,multiexperiments_with_syn100VAE_equal_objectives_small_gene,/root/ealab/expga1,100,1,0.75,20,108,0.477,7129,0.953,0.988,53,0.984,0.988,0.984,53.0,0.0,0.0,0.0,0.988,0.984,53
leukemia_base_0009_10,2024-05-09,multiexperiments_with_syn100VAE_equal_objectives_small_gene,/root/ealab/expga1,100,1,0.75,20,108,0.477,7129,0.953,0.996,62,1.0,0.996,1.0,62.0,0.0,0.0,0.0,0.996,1.0,62
leukemia_base_0009_11,2024-05-09,multiexperiments_with_syn100VAE_equal_objectives_small_gene,/root/ealab/expga1,100,1,0.75,20,108,0.477,7129,0.953,0.98,60,0.969,0.98,0.969,60.0,0.0,0.0,0.0,0.98,0.969,60
leukemia_base_0009_12,2024-05-09,multiexperiments_with_syn100VAE_equal_objectives_small_gene,/root/ealab/expga1,100,1,0.75,20,108,0.477,7129,0.953,0.996,61,1.0,0.996,1.0,61.0,0.0,0.0,0.0,0.996,1.0,61
leukemia_base_0009_13,2024-05-09,multiexperiments_with_syn100VAE_equal_objectives_small_gene,/root/ealab/expga1,100,1,0.75,20,108,0.477,7129,0.953,0.996,58,1.0,0.996,1.0,58.0,0.0,0.0,0.0,0.996,1.0,58
leukemia_base_0009_14,2024-05-09,multiexperiments_with_syn100VAE_equal_objectives_small_gene,/root/ealab/expga1,100,1,0.75,20,108,0.477,7129,0.953,0.996,57,1.0,0.996,1.0,57.0,0.0,0.0,0.0,0.996,1.0,57
leukemia_base_0009_15,2024-05-09,multiexperiments_with_syn100VAE_equal_objectives_small_gene,/root/ealab/expga1,100,1,0.75,20,108,0.477,7129,0.953,0.986,82,0.984,0.986,0.984,82.0,0.0,0.0,0.0,0.986,0.984,82
leukemia_base_0009_16,2024-05-09,multiexperiments_with_syn100VAE_equal_objectives_small_gene,/root/ealab/expga1,100,1,0.75,20,108,0.477,7129,0.953,0.988,64,0.984,0.988,0.984,64.0,0.0,0.0,0.0,0.988,0.984,64
leukemia_base_0009_17,2024-05-09,multiexperiments_with_syn100VAE_equal_objectives_small_gene,/root/ealab/expga1,100,1,0.75,20,108,0.477,7129,0.953,0.988,66,0.984,0.988,0.984,66.0,0.0,0.0,0.0,0.988,0.984,66
leukemia_base_0009_18,2024-05-09,multiexperiments_with_syn100VAE_equal_objectives_small_gene,/root/ealab/expga1,100,1,0.75,20,108,0.477,7129,0.953,0.987,70,0.984,0.987,0.984,70.0,0.0,0.0,0.0,0.987,0.984,70
leukemia_base_0009_19,2024-05-09,multiexperiments_with_syn100VAE_equal_objectives_small_gene,/root/ealab/expga1,100,1,0.75,20,108,0.477,7129,0.953,0.995,68,1.0,0.995,1.0,68.0,0.0,0.0,0.0,0.995,1.0,68
leukemia_base_0009_20,2024-05-09,multiexperiments_with_syn100VAE_equal_objectives_small_gene,/root/ealab/expga1,100,1,0.75,20,108,0.477,7129,0.953,0.995,65,1.0,0.995,0.999,65.0,0.004,0.008,0.141,0.995,1.0,66
leukemia_base_0009_21,2024-05-09,multiexperiments_with_syn100VAE_equal_objectives_small_gene,/root/ealab/expga1,100,1,0.75,20,108,0.477,7129,0.953,0.995,73,1.0,0.995,1.0,73.0,0.0,0.0,0.0,0.995,1.0,73
leukemia_base_0009_22,2024-05-09,multiexperiments_with_syn100VAE_equal_objectives_small_gene,/root/ealab/expga1,100,1,0.75,20,108,0.477,7129,0.953,0.988,64,0.984,0.988,0.984,64.0,0.0,0.0,0.0,0.988,0.984,64
leukemia_base_0009_23,2024-05-09,multiexperiments_with_syn100VAE_equal_objectives_small_gene,/root/ealab/expga1,100,1,0.75,20,108,0.477,7129,0.953,0.98,57,0.969,0.98,0.969,57.0,0.0,0.0,0.0,0.98,0.969,57
leukemia_base_0009_24,2024-05-09,multiexperiments_with_syn100VAE_equal_objectives_small_gene,/root/ealab/expga1,100,1,0.75,20,108,0.477,7129,0.953,0.989,50,0.984,0.989,0.984,50.0,0.0,0.0,0.0,0.989,0.984,50
leukemia_base_0009_25,2024-05-09,multiexperiments_with_syn100VAE_equal_objectives_small_gene,/root/ealab/expga1,100,1,0.75,20,108,0.477,7129,0.953,0.996,53,1.0,0.996,1.0,53.0,0.0,0.0,0.0,0.996,1.0,53
leukemia_base_0009_26,2024-05-09,multiexperiments_with_syn100VAE_equal_objectives_small_gene,/root/ealab/expga1,100,1,0.75,20,108,0.477,7129,0.953,0.996,57,1.0,0.996,1.0,57.0,0.0,0.0,0.0,0.996,1.0,57
leukemia_base_0009_27,2024-05-09,multiexperiments_with_syn100VAE_equal_objectives_small_gene,/root/ealab/expga1,100,1,0.75,20,108,0.477,7129,0.953,0.979,70,0.969,0.979,0.969,70.0,0.0,0.0,0.0,0.979,0.969,70
leukemia_base_0009_28,2024-05-09,multiexperiments_with_syn100VAE_equal_objectives_small_gene,/root/ealab/expga1,100,1,0.75,20,108,0.477,7129,0.953,0.988,65,0.984,0.988,0.984,65.0,0.0,0.0,0.0,0.988,0.984,65
leukemia_base_0009_29,2024-05-09,multiexperiments_with_syn100VAE_equal_objectives_small_gene,/root/ealab/expga1,100,1,0.75,20,108,0.477,7129,0.953,0.995,76,1.0,0.995,1.0,76.0,0.0,0.0,0.0,0.995,1.0,76
leukemia_base_0011_0,2024-05-11,multiexperiments_with_syn100VAE_equal_objectives_tinygene,/home/sebacastillo/ealab/expga1,100,1,0.75,20,108,0.469,7129,0.938,0.982,36,0.969,0.982,0.969,36.0,0.0,0.0,0.0,0.982,0.969,36
leukemia_base_0011_1,2024-05-11,multiexperiments_with_syn100VAE_equal_objectives_tinygene,/home/sebacastillo/ealab/expga1,100,1,0.75,20,108,0.469,7129,0.938,0.989,42,0.984,0.989,0.984,42.0,0.0,0.0,0.0,0.989,0.984,42
leukemia_base_0011_2,2024-05-11,multiexperiments_with_syn100VAE_equal_objectives_tinygene,/home/sebacastillo/ealab/expga1,100,1,0.75,20,108,0.469,7129,0.938,0.991,22,0.984,0.991,0.984,22.0,0.0,0.0,0.0,0.991,0.984,22
leukemia_base_0011_3,2024-05-11,multiexperiments_with_syn100VAE_equal_objectives_tinygene,/home/sebacastillo/ealab/expga1,100,1,0.75,20,108,0.469,7129,0.938,0.998,30,1.0,0.998,1.0,30.0,0.0,0.0,0.0,0.998,1.0,30
leukemia_base_0011_4,2024-05-11,multiexperiments_with_syn100VAE_equal_objectives_tinygene,/home/sebacastillo/ealab/expga1,100,1,0.75,20,108,0.469,7129,0.938,0.99,31,0.984,0.99,0.984,31.0,0.0,0.0,0.0,0.99,0.984,31
leukemia_base_0011_5,2024-05-11,multiexperiments_with_syn100VAE_equal_objectives_tinygene,/home/sebacastillo/ealab/expga1,100,1,0.75,20,108,0.469,7129,0.938,0.998,34,1.0,0.998,1.0,34.0,0.0,0.0,0.0,0.998,1.0,34
leukemia_base_0011_6,2024-05-11,multiexperiments_with_syn100VAE_equal_objectives_tinygene,/home/sebacastillo/ealab/expga1,100,1,0.75,20,108,0.469,7129,0.938,0.998,22,1.0,0.998,1.0,22.0,0.0,0.0,0.0,0.998,1.0,22
leukemia_base_0011_7,2024-05-11,multiexperiments_with_syn100VAE_equal_objectives_tinygene,/home/sebacastillo/ealab/expga1,100,1,0.75,20,108,0.469,7129,0.938,0.99,26,0.984,0.99,0.984,26.0,0.0,0.0,0.0,0.99,0.984,26
leukemia_base_0011_8,2024-05-11,multiexperiments_with_syn100VAE_equal_objectives_tinygene,/home/sebacastillo/ealab/expga1,100,1,0.75,20,108,0.469,7129,0.938,0.989,46,0.984,0.989,0.984,46.0,0.0,0.0,0.0,0.989,0.984,46
leukemia_base_0011_9,2024-05-11,multiexperiments_with_syn100VAE_equal_objectives_tinygene,/home/sebacastillo/ealab/expga1,100,1,0.75,20,108,0.469,7129,0.938,0.982,29,0.969,0.982,0.969,29.0,0.0,0.0,0.0,0.982,0.969,29
leukemia_base_0011_10,2024-05-11,multiexperiments_with_syn100VAE_equal_objectives_tinygene,/home/sebacastillo/ealab/expga1,100,1,0.75,20,108,0.469,7129,0.938,0.998,34,1.0,0.998,1.0,34.0,0.0,0.0,0.0,0.998,1.0,34
leukemia_base_0011_11,2024-05-11,multiexperiments_with_syn100VAE_equal_objectives_tinygene,/home/sebacastillo/ealab/expga1,100,1,0.75,20,108,0.469,7129,0.938,0.998,35,1.0,0.998,1.0,35.0,0.0,0.0,0.0,0.998,1.0,35
leukemia_base_0011_12,2024-05-11,multiexperiments_with_syn100VAE_equal_objectives_tinygene,/home/sebacastillo/ealab/expga1,100,1,0.75,20,108,0.469,7129,0.938,0.997,38,1.0,0.997,1.0,38.0,0.0,0.0,0.0,0.997,1.0,38
leukemia_base_0011_13,2024-05-11,multiexperiments_with_syn100VAE_equal_objectives_tinygene,/home/sebacastillo/ealab/expga1,100,1,0.75,20,108,0.469,7129,0.938,0.981,42,0.969,0.981,0.969,42.0,0.0,0.0,0.0,0.981,0.969,42
leukemia_base_0011_14,2024-05-11,multiexperiments_with_syn100VAE_equal_objectives_tinygene,/home/sebacastillo/ealab/expga1,100,1,0.75,20,108,0.469,7129,0.938,0.991,23,0.984,0.991,0.984,23.0,0.0,0.0,0.0,0.991,0.984,23
leukemia_base_0011_15,2024-05-11,multiexperiments_with_syn100VAE_equal_objectives_tinygene,/home/sebacastillo/ealab/expga1,100,1,0.75,20,108,0.469,7129,0.938,0.99,29,0.984,0.99,0.984,29.0,0.0,0.0,0.0,0.99,0.984,29
leukemia_base_0011_16,2024-05-11,multiexperiments_with_syn100VAE_equal_objectives_tinygene,/home/sebacastillo/ealab/expga1,100,1,0.75,20,108,0.469,7129,0.938,0.998,26,1.0,0.998,1.0,26.0,0.0,0.0,0.0,0.998,1.0,26
leukemia_base_0011_17,2024-05-11,multiexperiments_with_syn100VAE_equal_objectives_tinygene,/home/sebacastillo/ealab/expga1,100,1,0.75,20,108,0.469,7129,0.938,0.99,31,0.984,0.99,0.984,31.0,0.0,0.0,0.0,0.99,0.984,31
leukemia_base_0011_18,2024-05-11,multiexperiments_with_syn100VAE_equal_objectives_tinygene,/home/sebacastillo/ealab/expga1,100,1,0.75,20,108,0.469,7129,0.938,0.991,23,0.984,0.991,0.984,23.0,0.0,0.0,0.0,0.991,0.984,23
leukemia_base_0011_19,2024-05-11,multiexperiments_with_syn100VAE_equal_objectives_tinygene,/home/sebacastillo/ealab/expga1,100,1,0.75,20,108,0.469,7129,0.938,0.991,24,0.984,0.991,0.984,24.0,0.0,0.0,0.0,0.991,0.984,24
leukemia_base_0011_20,2024-05-11,multiexperiments_with_syn100VAE_equal_objectives_tinygene,/home/sebacastillo/ealab/expga1,100,1,0.75,20,108,0.469,7129,0.938,0.997,41,1.0,0.997,1.0,41.0,0.0,0.0,0.0,0.997,1.0,41
leukemia_base_0011_21,2024-05-11,multiexperiments_with_syn100VAE_equal_objectives_tinygene,/home/sebacastillo/ealab/expga1,100,1,0.75,20,108,0.469,7129,0.938,0.998,23,1.0,0.995,0.993,23.0,0.004,0.008,0.0,0.998,1.0,23
leukemia_base_0011_22,2024-05-11,multiexperiments_with_syn100VAE_equal_objectives_tinygene,/home/sebacastillo/ealab/expga1,100,1,0.75,20,108,0.469,7129,0.938,0.982,38,0.969,0.982,0.969,38.0,0.0,0.0,0.0,0.982,0.969,38
leukemia_base_0011_23,2024-05-11,multiexperiments_with_syn100VAE_equal_objectives_tinygene,/home/sebacastillo/ealab/expga1,100,1,0.75,20,108,0.469,7129,0.938,0.991,24,0.984,0.991,0.984,24.0,0.0,0.0,0.0,0.991,0.984,24
leukemia_base_0011_24,2024-05-11,multiexperiments_with_syn100VAE_equal_objectives_tinygene,/home/sebacastillo/ealab/expga1,100,1,0.75,20,108,0.469,7129,0.938,0.982,38,0.969,0.982,0.969,38.0,0.0,0.0,0.0,0.982,0.969,38
leukemia_base_0011_25,2024-05-11,multiexperiments_with_syn100VAE_equal_objectives_tinygene,/home/sebacastillo/ealab/expga1,100,1,0.75,20,108,0.469,7129,0.938,0.998,33,1.0,0.998,1.0,33.0,0.0,0.0,0.0,0.998,1.0,33
leukemia_base_0011_26,2024-05-11,multiexperiments_with_syn100VAE_equal_objectives_tinygene,/home/sebacastillo/ealab/expga1,100,1,0.75,20,108,0.469,7129,0.938,0.998,32,1.0,0.998,1.0,32.0,0.0,0.0,0.0,0.998,1.0,32
leukemia_base_0011_27,2024-05-11,multiexperiments_with_syn100VAE_equal_objectives_tinygene,/home/sebacastillo/ealab/expga1,100,1,0.75,20,108,0.469,7129,0.938,0.998,26,1.0,0.998,1.0,26.0,0.0,0.0,0.0,0.998,1.0,26
leukemia_base_0011_28,2024-05-11,multiexperiments_with_syn100VAE_equal_objectives_tinygene,/home/sebacastillo/ealab/expga1,100,1,0.75,20,108,0.469,7129,0.938,0.998,30,1.0,0.998,1.0,30.0,0.0,0.0,0.0,0.998,1.0,30
leukemia_base_0011_29,2024-05-11,multiexperiments_with_syn100VAE_equal_objectives_tinygene,/home/sebacastillo/ealab/expga1,100,1,0.75,20,108,0.469,7129,0.938,0.998,32,1.0,0.998,1.0,32.0,0.0,0.0,0.0,0.998,1.0,32
